,calculated_host_listings_count_entire_homes,calculated_host_listings_count_entire_homes
41255,3,3
41256,1,1
41257,1,1
41258,1,1
41259,1,1
41260,1,1
41261,112,112
41262,5,5
41263,5,5
41264,1,1
41265,56,56
41266,56,56
41267,56,56
41268,2,2
41269,56,56
41270,55,55
41271,1,1
41272,91,91
41273,1,1
41274,1,1
41275,1,1
41276,24,24
41277,1,1
41278,1,1
41279,5,5
41280,1,1
41281,2,2
41282,56,56
41283,4,4
41284,2,2
41285,1,1
41286,3,3
41287,0,0
41288,1,1
41289,3,3
41290,1,1
41291,0,0
41292,0,0
41293,1,1
41294,1,1
41295,1,1
41296,3,3
41297,1,1
41298,3,3
41299,3,3
41300,1,1
41301,2,2
41302,1,1
41303,1,1
41304,4,4
41305,5,5
41306,1,1
41307,1,1
41308,1,1
41309,1,1
41310,3,3
41311,0,0
41312,0,0
41313,1,1
41314,1,1
41315,14,14
41316,1,1
41317,32,32
41318,2,2
41319,3,3
41320,0,0
41321,5,5
41322,3,3
41323,0,0
41324,1,1
41325,5,5
41326,1,1
41327,1,1
41328,86,86
41329,86,86
41330,1,1
41331,1,1
41332,2,2
41333,7,7
41334,1,1
41335,1,1
41336,3,3
41337,1,1
41338,10,10
41339,32,32
41340,1,1
41341,1,1
41342,1,1
41343,5,5
41344,0,0
41345,1,1
41346,6,6
41347,6,6
41348,6,6
41349,0,0
41350,10,10
41351,10,10
41352,10,10
41353,1,1
41354,10,10
41355,10,10
41356,10,10
41357,10,10
41358,10,10
41359,1,1
41360,0,0
41361,0,0
41362,4,4
41363,1,1
41364,1,1
41365,1,1
41366,1,1
41367,5,5
41368,1,1
41369,1,1
41370,1,1
41371,0,0
41372,1,1
41373,0,0
41374,3,3
41375,3,3
41376,267,267
41377,2,2
41378,1,1
41379,1,1
41380,2,2
41381,2,2
41382,1,1
41383,0,0
41384,0,0
41385,1,1
41386,1,1
41387,1,1
41388,40,40
41389,6,6
41390,1,1
41391,1,1
41392,6,6
41393,1,1
41394,4,4
41395,1,1
41396,1,1
41397,11,11
41398,5,5
41399,1,1
41400,1,1
41401,1,1
41402,1,1
41403,1,1
41404,1,1
41405,0,0
41406,2,2
41407,1,1
41408,1,1
41409,0,0
41410,0,0
41411,0,0
41412,0,0
41413,86,86
41414,2,2
41415,37,37
41416,4,4
41417,4,4
41418,1,1
41419,1,1
41420,0,0
41421,7,7
41422,4,4
41423,0,0
41424,3,3
41425,1,1
41426,1,1
41427,267,267
41428,0,0
41429,1,1
41430,1,1
41431,0,0
41432,1,1
41433,1,1
41434,5,5
41435,86,86
41436,7,7
41437,2,2
41438,0,0
41439,1,1
41440,0,0
41441,2,2
41442,1,1
41443,2,2
41444,3,3
41445,8,8
41446,3,3
41447,2,2
41448,1,1
41449,3,3
41450,3,3
41451,0,0
41452,4,4
41453,1,1
41454,1,1
41455,1,1
41456,1,1
41457,6,6
41458,36,36
41459,0,0
41460,1,1
41461,4,4
41462,2,2
41463,1,1
41464,2,2
41465,2,2
41466,1,1
41467,1,1
41468,2,2
41469,2,2
41470,1,1
41471,2,2
41472,1,1
41473,1,1
41474,1,1
41475,1,1
41476,91,91
41477,10,10
41478,9,9
41479,9,9
41480,1,1
41481,267,267
41482,1,1
41483,68,68
41484,2,2
41485,1,1
41486,9,9
41487,4,4
41488,50,50
41489,1,1
41490,1,1
41491,1,1
41492,1,1
41493,1,1
41494,2,2
41495,5,5
41496,1,1
41497,2,2
41498,1,1
41499,1,1
41500,1,1
41501,5,5
41502,1,1
41503,2,2
41504,3,3
41505,0,0
41506,6,6
41507,1,1
41508,1,1
41509,0,0
41510,1,1
41511,3,3
41512,0,0
41513,4,4
41514,56,56
41515,4,4
41516,1,1
41517,1,1
41518,0,0
41519,0,0
41520,1,1
41521,1,1
41522,0,0
41523,18,18
41524,1,1
41525,1,1
41526,2,2
41527,1,1
41528,0,0
41529,0,0
41530,0,0
41531,1,1
41532,2,2
41533,0,0
41534,0,0
41535,0,0
41536,0,0
41537,5,5
41538,1,1
41539,8,8
41540,5,5
41541,5,5
41542,40,40
41543,1,1
41544,2,2
41545,3,3
41546,2,2
41547,2,2
41548,10,10
41549,40,40
41550,10,10
41551,9,9
41552,9,9
41553,9,9
41554,9,9
41555,1,1
41556,3,3
41557,0,0
41558,1,1
41559,6,6
41560,1,1
41561,1,1
41562,21,21
41563,2,2
41564,1,1
41565,1,1
41566,0,0
41567,0,0
41568,1,1
41569,3,3
41570,6,6
41571,1,1
41572,1,1
41573,1,1
41574,6,6
41575,2,2
41576,0,0
41577,1,1
41578,3,3
41579,1,1
41580,6,6
41581,0,0
41582,9,9
41583,0,0
41584,2,2
41585,56,56
41586,1,1
41587,1,1
41588,2,2
41589,239,239
41590,1,1
41591,1,1
41592,1,1
41593,1,1
41594,1,1
41595,6,6
41596,3,3
41597,1,1
41598,6,6
41599,4,4
41600,239,239
41601,3,3
41602,86,86
41603,1,1
41604,2,2
41605,2,2
41606,4,4
41607,1,1
41608,1,1
41609,1,1
41610,68,68
41611,1,1
41612,1,1
41613,1,1
41614,1,1
41615,3,3
41616,1,1
41617,3,3
41618,89,89
41619,1,1
41620,2,2
41621,0,0
41622,86,86
41623,1,1
41624,0,0
41625,267,267
41626,4,4
41627,1,1
41628,1,1
41629,1,1
41630,1,1
41631,1,1
41632,1,1
41633,2,2
41634,1,1
41635,1,1
41636,2,2
41637,1,1
41638,1,1
41639,239,239
41640,1,1
41641,249,249
41642,1,1
41643,2,2
41644,0,0
41645,0,0
41646,2,2
41647,1,1
41648,0,0
41649,1,1
41650,4,4
41651,1,1
41652,17,17
41653,0,0
41654,3,3
41655,1,1
41656,3,3
41657,1,1
41658,2,2
41659,1,1
41660,8,8
41661,1,1
41662,58,58
41663,1,1
41664,1,1
41665,6,6
41666,1,1
41667,1,1
41668,2,2
41669,4,4
41670,1,1
41671,1,1
41672,4,4
41673,3,3
41674,3,3
41675,3,3
41676,1,1
41677,68,68
41678,3,3
41679,1,1
41680,1,1
41681,1,1
41682,47,47
41683,1,1
41684,1,1
41685,3,3
41686,1,1
41687,1,1
41688,1,1
41689,2,2
41690,3,3
41691,93,93
41692,0,0
41693,2,2
41694,3,3
41695,1,1
41696,1,1
41697,1,1
41698,3,3
41699,1,1
41700,14,14
41701,2,2
41702,14,14
41703,1,1
41704,267,267
41705,2,2
41706,3,3
41707,1,1
41708,0,0
41709,1,1
41710,1,1
41711,1,1
41712,89,89
41713,8,8
41714,1,1
41715,0,0
41716,1,1
41717,1,1
41718,1,1
41719,1,1
41720,6,6
41721,5,5
41722,1,1
41723,5,5
41724,2,2
41725,93,93
41726,2,2
41727,2,2
41728,2,2
41729,1,1
41730,0,0
41731,1,1
41732,0,0
41733,1,1
41734,1,1
41735,2,2
41736,1,1
41737,1,1
41738,2,2
41739,1,1
41740,43,43
41741,4,4
41742,43,43
41743,43,43
41744,0,0
41745,1,1
41746,1,1
41747,1,1
41748,1,1
41749,1,1
41750,25,25
41751,6,6
41752,25,25
41753,25,25
41754,55,55
41755,43,43
41756,0,0
41757,1,1
41758,3,3
41759,1,1
41760,1,1
41761,1,1
41762,1,1
41763,3,3
41764,1,1
41765,1,1
41766,5,5
41767,2,2
41768,4,4
41769,1,1
41770,1,1
41771,1,1
41772,1,1
41773,3,3
41774,3,3
41775,1,1
41776,3,3
41777,1,1
41778,2,2
41779,1,1
41780,1,1
41781,0,0
41782,1,1
41783,2,2
41784,0,0
41785,1,1
41786,1,1
41787,1,1
41788,2,2
41789,1,1
41790,2,2
41791,1,1
41792,0,0
41793,2,2
41794,1,1
41795,0,0
41796,0,0
41797,2,2
41798,56,56
41799,1,1
41800,10,10
41801,15,15
41802,15,15
41803,15,15
41804,15,15
41805,1,1
41806,1,1
41807,0,0
41808,1,1
41809,31,31
41810,1,1
41811,1,1
41812,2,2
41813,3,3
41814,1,1
41815,3,3
41816,1,1
41817,4,4
41818,1,1
41819,0,0
41820,0,0
41821,4,4
41822,51,51
41823,51,51
41824,51,51
41825,2,2
41826,1,1
41827,3,3
41828,2,2
41829,239,239
41830,1,1
41831,1,1
41832,2,2
41833,1,1
41834,3,3
41835,0,0
41836,0,0
41837,1,1
41838,1,1
41839,3,3
41840,2,2
41841,3,3
41842,1,1
41843,7,7
41844,7,7
41845,7,7
41846,1,1
41847,86,86
41848,1,1
41849,7,7
41850,9,9
41851,1,1
41852,1,1
41853,1,1
41854,91,91
41855,1,1
41856,89,89
41857,6,6
41858,1,1
41859,1,1
41860,1,1
41861,11,11
41862,3,3
41863,3,3
41864,9,9
41865,1,1
41866,239,239
41867,2,2
41868,1,1
41869,1,1
41870,0,0
41871,1,1
41872,1,1
41873,1,1
41874,1,1
41875,1,1
41876,2,2
41877,1,1
41878,5,5
41879,2,2
41880,1,1
41881,1,1
41882,1,1
41883,0,0
41884,8,8
41885,4,4
41886,1,1
41887,5,5
41888,2,2
41889,1,1
41890,1,1
41891,1,1
41892,5,5
41893,1,1
41894,2,2
41895,2,2
41896,0,0
41897,2,2
41898,2,2
41899,0,0
41900,2,2
41901,0,0
41902,2,2
41903,1,1
41904,4,4
41905,1,1
41906,3,3
41907,3,3
41908,1,1
41909,1,1
41910,1,1
41911,3,3
41912,3,3
41913,54,54
41914,25,25
41915,25,25
41916,249,249
41917,0,0
41918,5,5
41919,0,0
41920,0,0
41921,0,0
41922,0,0
41923,4,4
41924,2,2
41925,2,2
41926,239,239
41927,0,0
41928,1,1
41929,3,3
41930,1,1
41931,4,4
41932,3,3
41933,1,1
41934,3,3
41935,2,2
41936,0,0
41937,21,21
41938,0,0
41939,249,249
41940,1,1
41941,58,58
41942,1,1
41943,1,1
41944,1,1
41945,1,1
41946,0,0
41947,1,1
41948,5,5
41949,1,1
41950,4,4
41951,2,2
41952,3,3
41953,1,1
41954,1,1
41955,1,1
41956,7,7
41957,1,1
41958,0,0
41959,1,1
41960,36,36
41961,1,1
41962,2,2
41963,1,1
41964,2,2
41965,0,0
41966,1,1
41967,1,1
41968,1,1
41969,1,1
41970,1,1
41971,3,3
41972,0,0
41973,3,3
41974,10,10
41975,2,2
41976,1,1
41977,1,1
41978,1,1
41979,1,1
41980,1,1
41981,1,1
41982,0,0
41983,0,0
41984,0,0
41985,1,1
41986,9,9
41987,1,1
41988,4,4
41989,56,56
41990,1,1
41991,1,1
41992,5,5
41993,2,2
41994,0,0
41995,4,4
41996,1,1
41997,267,267
41998,60,60
41999,2,2
42000,1,1
42001,249,249
42002,0,0
42003,7,7
42004,1,1
42005,56,56
42006,2,2
42007,1,1
42008,1,1
42009,1,1
42010,2,2
42011,3,3
42012,1,1
42013,3,3
42014,1,1
42015,1,1
42016,1,1
42017,2,2
42018,31,31
42019,0,0
42020,58,58
42021,2,2
42022,2,2
42023,1,1
42024,2,2
42025,1,1
42026,0,0
42027,3,3
42028,2,2
42029,3,3
42030,3,3
42031,4,4
42032,51,51
42033,1,1
42034,2,2
42035,3,3
42036,1,1
42037,1,1
42038,2,2
42039,4,4
42040,239,239
42041,239,239
42042,1,1
42043,1,1
42044,6,6
42045,1,1
42046,0,0
42047,0,0
42048,2,2
42049,2,2
42050,1,1
42051,1,1
42052,89,89
42053,0,0
42054,1,1
42055,1,1
42056,1,1
42057,1,1
42058,1,1
42059,1,1
42060,0,0
42061,10,10
42062,1,1
42063,1,1
42064,1,1
42065,2,2
42066,4,4
42067,1,1
42068,1,1
42069,4,4
42070,1,1
42071,4,4
42072,1,1
42073,1,1
42074,1,1
42075,5,5
42076,2,2
42077,2,2
42078,25,25
42079,25,25
42080,44,44
42081,31,31
42082,1,1
42083,1,1
42084,0,0
42085,2,2
42086,89,89
42087,3,3
42088,1,1
42089,1,1
42090,1,1
42091,0,0
42092,1,1
42093,1,1
42094,44,44
42095,2,2
42096,1,1
42097,30,30
42098,0,0
42099,0,0
42100,2,2
42101,1,1
42102,5,5
42103,5,5
42104,1,1
42105,1,1
42106,0,0
42107,1,1
42108,1,1
42109,2,2
42110,1,1
42111,0,0
42112,0,0
42113,3,3
42114,1,1
42115,12,12
42116,0,0
42117,2,2
42118,60,60
42119,6,6
42120,2,2
42121,6,6
42122,6,6
42123,1,1
42124,2,2
42125,2,2
42126,2,2
42127,2,2
42128,1,1
42129,31,31
42130,1,1
42131,0,0
42132,5,5
42133,1,1
42134,3,3
42135,3,3
42136,7,7
42137,1,1
42138,3,3
42139,3,3
42140,3,3
42141,2,2
42142,1,1
42143,10,10
42144,3,3
42145,11,11
42146,2,2
42147,1,1
42148,3,3
42149,0,0
42150,6,6
42151,0,0
42152,1,1
42153,2,2
42154,0,0
42155,2,2
42156,1,1
42157,1,1
42158,1,1
42159,2,2
42160,0,0
42161,3,3
42162,1,1
42163,3,3
42164,2,2
42165,0,0
42166,1,1
42167,1,1
42168,0,0
42169,1,1
42170,3,3
42171,3,3
42172,5,5
42173,1,1
42174,1,1
42175,1,1
42176,1,1
42177,3,3
42178,11,11
42179,2,2
42180,2,2
42181,25,25
42182,1,1
42183,1,1
42184,1,1
42185,1,1
42186,1,1
42187,0,0
42188,1,1
42189,0,0
42190,0,0
42191,60,60
42192,3,3
42193,3,3
42194,52,52
42195,3,3
42196,1,1
42197,1,1
42198,1,1
42199,3,3
42200,1,1
42201,2,2
42202,1,1
42203,1,1
42204,0,0
42205,1,1
42206,3,3
42207,2,2
42208,1,1
42209,60,60
42210,239,239
42211,0,0
42212,3,3
42213,3,3
42214,1,1
42215,2,2
42216,1,1
42217,1,1
42218,56,56
42219,2,2
42220,1,1
42221,2,2
42222,1,1
42223,1,1
42224,2,2
42225,2,2
42226,1,1
42227,0,0
42228,1,1
42229,0,0
42230,0,0
42231,0,0
42232,1,1
42233,1,1
42234,1,1
42235,1,1
42236,0,0
42237,1,1
42238,1,1
42239,52,52
42240,58,58
42241,54,54
42242,0,0
42243,1,1
42244,29,29
42245,0,0
42246,0,0
42247,0,0
42248,0,0
42249,4,4
42250,4,4
42251,1,1
42252,1,1
42253,1,1
42254,1,1
42255,2,2
42256,1,1
42257,36,36
42258,0,0
42259,2,2
42260,1,1
42261,0,0
42262,1,1
42263,1,1
42264,2,2
42265,1,1
42266,1,1
42267,1,1
42268,1,1
42269,3,3
42270,1,1
42271,1,1
42272,1,1
42273,2,2
42274,239,239
42275,48,48
42276,2,2
42277,1,1
42278,4,4
42279,249,249
42280,2,2
42281,56,56
42282,2,2
42283,1,1
42284,2,2
42285,1,1
42286,1,1
42287,1,1
42288,1,1
42289,3,3
42290,14,14
42291,1,1
42292,14,14
42293,1,1
42294,2,2
42295,3,3
42296,14,14
42297,1,1
42298,2,2
42299,1,1
42300,0,0
42301,1,1
42302,1,1
42303,2,2
42304,1,1
42305,0,0
42306,3,3
42307,1,1
42308,1,1
42309,249,249
42310,2,2
42311,1,1
42312,0,0
42313,135,135
42314,1,1
42315,2,2
42316,1,1
42317,21,21
42318,2,2
42319,1,1
42320,1,1
42321,3,3
42322,1,1
42323,1,1
42324,4,4
42325,1,1
42326,3,3
42327,2,2
42328,2,2
42329,239,239
42330,239,239
42331,239,239
42332,2,2
42333,1,1
42334,1,1
42335,2,2
42336,1,1
42337,2,2
42338,2,2
42339,1,1
42340,3,3
42341,2,2
42342,1,1
42343,1,1
42344,2,2
42345,1,1
42346,2,2
42347,1,1
42348,3,3
42349,4,4
42350,1,1
42351,1,1
42352,3,3
42353,1,1
42354,1,1
42355,1,1
42356,0,0
42357,6,6
42358,1,1
42359,0,0
42360,1,1
42361,3,3
42362,1,1
42363,1,1
42364,1,1
42365,52,52
42366,1,1
42367,1,1
42368,4,4
42369,267,267
42370,1,1
42371,10,10
42372,2,2
42373,2,2
42374,6,6
42375,2,2
42376,2,2
42377,3,3
42378,52,52
42379,2,2
42380,1,1
42381,1,1
42382,4,4
42383,1,1
42384,1,1
42385,0,0
42386,0,0
42387,2,2
42388,23,23
42389,0,0
42390,56,56
42391,2,2
42392,3,3
42393,3,3
42394,1,1
42395,1,1
42396,1,1
42397,5,5
42398,5,5
42399,5,5
42400,5,5
42401,2,2
42402,0,0
42403,2,2
42404,1,1
42405,9,9
42406,5,5
42407,1,1
42408,3,3
42409,1,1
42410,1,1
42411,0,0
42412,2,2
42413,1,1
42414,1,1
42415,1,1
42416,1,1
42417,4,4
42418,1,1
42419,0,0
42420,1,1
42421,2,2
42422,1,1
42423,0,0
42424,3,3
42425,5,5
42426,1,1
42427,6,6
42428,1,1
42429,1,1
42430,3,3
42431,3,3
42432,4,4
42433,1,1
42434,1,1
42435,1,1
42436,3,3
42437,1,1
42438,3,3
42439,1,1
42440,4,4
42441,4,4
42442,4,4
42443,1,1
42444,3,3
42445,0,0
42446,249,249
42447,249,249
42448,249,249
42449,2,2
42450,0,0
42451,1,1
42452,0,0
42453,0,0
42454,4,4
42455,1,1
42456,3,3
42457,1,1
42458,2,2
42459,1,1
42460,0,0
42461,0,0
42462,1,1
42463,0,0
42464,0,0
42465,0,0
42466,9,9
42467,1,1
42468,0,0
42469,2,2
42470,2,2
42471,1,1
42472,1,1
42473,59,59
42474,3,3
42475,2,2
42476,1,1
42477,2,2
42478,1,1
42479,1,1
42480,1,1
42481,2,2
42482,4,4
42483,3,3
42484,1,1
42485,4,4
42486,2,2
42487,3,3
42488,1,1
42489,1,1
42490,2,2
42491,1,1
42492,3,3
42493,1,1
42494,1,1
42495,1,1
42496,0,0
42497,2,2
42498,0,0
42499,1,1
42500,1,1
42501,1,1
42502,5,5
42503,0,0
42504,1,1
42505,1,1
42506,1,1
42507,0,0
42508,2,2
42509,2,2
42510,1,1
42511,6,6
42512,1,1
42513,1,1
42514,0,0
42515,21,21
42516,1,1
42517,1,1
42518,13,13
42519,1,1
42520,23,23
42521,6,6
42522,2,2
42523,3,3
42524,2,2
42525,0,0
42526,0,0
42527,0,0
42528,1,1
42529,2,2
42530,0,0
42531,1,1
42532,1,1
42533,0,0
42534,23,23
42535,23,23
42536,23,23
42537,6,6
42538,39,39
42539,1,1
42540,23,23
42541,1,1
42542,2,2
42543,1,1
42544,1,1
42545,2,2
42546,1,1
42547,1,1
42548,1,1
42549,0,0
42550,2,2
42551,2,2
42552,1,1
42553,1,1
42554,1,1
42555,1,1
42556,1,1
42557,1,1
42558,2,2
42559,2,2
42560,1,1
42561,1,1
42562,1,1
42563,3,3
42564,0,0
42565,2,2
42566,1,1
42567,53,53
42568,53,53
42569,53,53
42570,0,0
42571,23,23
42572,23,23
42573,1,1
42574,23,23
42575,8,8
42576,1,1
42577,1,1
42578,1,1
42579,0,0
42580,1,1
42581,0,0
42582,2,2
42583,1,1
42584,1,1
42585,1,1
42586,5,5
42587,1,1
42588,267,267
42589,1,1
42590,23,23
42591,2,2
42592,1,1
42593,1,1
42594,0,0
42595,0,0
42596,1,1
42597,1,1
42598,3,3
42599,10,10
42600,1,1
42601,2,2
42602,249,249
42603,2,2
42604,1,1
42605,1,1
42606,0,0
42607,1,1
42608,2,2
42609,36,36
42610,1,1
42611,3,3
42612,1,1
42613,1,1
42614,1,1
42615,47,47
42616,0,0
42617,0,0
42618,2,2
42619,1,1
42620,1,1
42621,3,3
42622,1,1
42623,0,0
42624,1,1
42625,0,0
42626,1,1
42627,9,9
42628,0,0
42629,0,0
42630,1,1
42631,4,4
42632,1,1
42633,1,1
42634,0,0
42635,1,1
42636,0,0
42637,1,1
42638,2,2
42639,4,4
42640,4,4
42641,1,1
42642,1,1
42643,1,1
42644,3,3
42645,1,1
42646,1,1
42647,1,1
42648,1,1
42649,1,1
42650,1,1
42651,1,1
42652,4,4
42653,1,1
42654,5,5
42655,1,1
42656,3,3
42657,2,2
42658,1,1
42659,1,1
42660,2,2
42661,2,2
42662,2,2
42663,1,1
42664,1,1
42665,1,1
42666,1,1
42667,1,1
42668,2,2
42669,1,1
42670,3,3
42671,2,2
42672,2,2
42673,1,1
42674,267,267
42675,1,1
42676,0,0
42677,1,1
42678,1,1
42679,1,1
42680,1,1
42681,1,1
42682,1,1
42683,2,2
42684,1,1
42685,0,0
42686,1,1
42687,1,1
42688,7,7
42689,1,1
42690,2,2
42691,3,3
42692,0,0
42693,0,0
42694,0,0
42695,0,0
42696,0,0
42697,0,0
42698,0,0
42699,1,1
42700,8,8
42701,3,3
42702,1,1
42703,2,2
42704,1,1
42705,2,2
42706,0,0
42707,1,1
42708,1,1
42709,1,1
42710,2,2
42711,2,2
42712,1,1
42713,2,2
42714,2,2
42715,1,1
42716,0,0
42717,4,4
42718,1,1
42719,1,1
42720,9,9
42721,1,1
42722,1,1
42723,1,1
42724,1,1
42725,1,1
42726,1,1
42727,0,0
42728,2,2
42729,0,0
42730,1,1
42731,2,2
42732,12,12
42733,3,3
42734,2,2
42735,1,1
42736,3,3
42737,1,1
42738,1,1
42739,1,1
42740,1,1
42741,1,1
42742,16,16
42743,1,1
42744,267,267
42745,1,1
42746,2,2
42747,1,1
42748,1,1
42749,25,25
42750,1,1
42751,25,25
42752,2,2
42753,1,1
42754,59,59
42755,1,1
42756,8,8
42757,1,1
42758,1,1
42759,1,1
42760,1,1
42761,1,1
42762,2,2
42763,0,0
42764,0,0
42765,1,1
42766,2,2
42767,1,1
42768,249,249
42769,239,239
42770,1,1
42771,1,1
42772,0,0
42773,2,2
42774,0,0
42775,9,9
42776,1,1
42777,1,1
42778,2,2
42779,4,4
42780,3,3
42781,2,2
42782,2,2
42783,0,0
42784,0,0
42785,1,1
42786,0,0
42787,4,4
42788,1,1
42789,1,1
42790,2,2
42791,2,2
42792,16,16
42793,1,1
42794,1,1
42795,1,1
42796,10,10
42797,1,1
42798,1,1
42799,2,2
42800,1,1
42801,3,3
42802,3,3
42803,3,3
42804,1,1
42805,16,16
42806,2,2
42807,1,1
42808,1,1
42809,24,24
42810,2,2
42811,2,2
42812,1,1
42813,1,1
42814,3,3
42815,1,1
42816,1,1
42817,89,89
42818,1,1
42819,1,1
42820,2,2
42821,1,1
42822,1,1
42823,2,2
42824,2,2
42825,1,1
42826,1,1
42827,25,25
42828,2,2
42829,1,1
42830,1,1
42831,2,2
42832,239,239
42833,25,25
42834,1,1
42835,0,0
42836,1,1
42837,4,4
42838,2,2
42839,1,1
42840,89,89
42841,1,1
42842,3,3
42843,1,1
42844,3,3
42845,4,4
42846,1,1
42847,3,3
42848,1,1
42849,1,1
42850,3,3
42851,1,1
42852,2,2
42853,2,2
42854,25,25
42855,0,0
42856,1,1
42857,4,4
42858,1,1
42859,4,4
42860,6,6
42861,1,1
42862,4,4
42863,1,1
42864,3,3
42865,0,0
42866,2,2
42867,1,1
42868,1,1
42869,1,1
42870,1,1
42871,1,1
42872,4,4
42873,2,2
42874,1,1
42875,1,1
42876,1,1
42877,0,0
42878,0,0
42879,1,1
42880,1,1
42881,3,3
42882,1,1
42883,6,6
42884,4,4
42885,1,1
42886,2,2
42887,1,1
42888,14,14
42889,1,1
42890,59,59
42891,60,60
42892,6,6
42893,1,1
42894,1,1
42895,1,1
42896,1,1
42897,1,1
42898,60,60
42899,5,5
42900,5,5
42901,5,5
42902,59,59
42903,4,4
42904,4,4
42905,1,1
42906,1,1
42907,0,0
42908,1,1
42909,1,1
42910,0,0
42911,6,6
42912,3,3
42913,4,4
42914,2,2
42915,0,0
42916,4,4
42917,3,3
42918,6,6
42919,0,0
42920,2,2
42921,5,5
42922,2,2
42923,4,4
42924,4,4
42925,5,5
42926,0,0
42927,1,1
42928,1,1
42929,1,1
42930,1,1
42931,9,9
42932,3,3
42933,0,0
42934,3,3
42935,1,1
42936,1,1
42937,2,2
42938,267,267
42939,2,2
42940,3,3
42941,267,267
42942,2,2
42943,3,3
42944,2,2
42945,1,1
42946,1,1
42947,2,2
42948,1,1
42949,1,1
42950,1,1
42951,0,0
42952,1,1
42953,1,1
42954,1,1
42955,1,1
42956,3,3
42957,1,1
42958,15,15
42959,1,1
42960,1,1
42961,1,1
42962,1,1
42963,1,1
42964,1,1
42965,1,1
42966,3,3
42967,1,1
42968,1,1
42969,0,0
42970,1,1
42971,1,1
42972,0,0
42973,1,1
42974,1,1
42975,1,1
42976,1,1
42977,36,36
42978,267,267
42979,1,1
42980,6,6
42981,267,267
42982,2,2
42983,1,1
42984,2,2
42985,1,1
42986,20,20
42987,59,59
42988,3,3
42989,1,1
42990,0,0
42991,3,3
42992,1,1
42993,0,0
42994,2,2
42995,3,3
42996,1,1
42997,3,3
42998,1,1
42999,1,1
43000,1,1
43001,3,3
43002,3,3
43003,1,1
43004,2,2
43005,1,1
43006,1,1
43007,0,0
43008,0,0
43009,1,1
43010,1,1
43011,1,1
43012,1,1
43013,135,135
43014,1,1
43015,1,1
43016,59,59
43017,1,1
43018,0,0
43019,1,1
43020,2,2
43021,1,1
43022,1,1
43023,1,1
43024,1,1
43025,1,1
43026,1,1
43027,0,0
43028,5,5
43029,1,1
43030,1,1
43031,6,6
43032,6,6
43033,6,6
43034,6,6
43035,1,1
43036,1,1
43037,1,1
43038,1,1
43039,1,1
43040,2,2
43041,59,59
43042,2,2
43043,9,9
43044,1,1
43045,1,1
43046,1,1
43047,5,5
43048,1,1
43049,2,2
43050,2,2
43051,3,3
43052,68,68
43053,1,1
43054,1,1
43055,3,3
43056,3,3
43057,1,1
43058,1,1
43059,249,249
43060,249,249
43061,4,4
43062,2,2
43063,1,1
43064,1,1
43065,5,5
43066,2,2
43067,2,2
43068,51,51
43069,1,1
43070,0,0
43071,1,1
43072,1,1
43073,9,9
43074,89,89
43075,9,9
43076,9,9
43077,59,59
43078,1,1
43079,1,1
43080,18,18
43081,1,1
43082,3,3
43083,2,2
43084,1,1
43085,0,0
43086,9,9
43087,9,9
43088,9,9
43089,1,1
43090,59,59
43091,1,1
43092,5,5
43093,4,4
43094,3,3
43095,1,1
43096,0,0
43097,0,0
43098,0,0
43099,1,1
43100,0,0
43101,1,1
43102,1,1
43103,1,1
43104,1,1
43105,1,1
43106,1,1
43107,1,1
43108,68,68
43109,151,151
43110,0,0
43111,4,4
43112,1,1
43113,4,4
43114,4,4
43115,2,2
43116,1,1
43117,1,1
43118,1,1
43119,1,1
43120,1,1
43121,2,2
43122,7,7
43123,2,2
43124,2,2
43125,1,1
43126,9,9
43127,1,1
43128,68,68
43129,5,5
43130,1,1
43131,1,1
43132,0,0
43133,1,1
43134,1,1
43135,1,1
43136,3,3
43137,1,1
43138,2,2
43139,2,2
43140,2,2
43141,4,4
43142,0,0
43143,0,0
43144,2,2
43145,3,3
43146,2,2
43147,1,1
43148,6,6
43149,2,2
43150,1,1
43151,3,3
43152,2,2
43153,2,2
43154,2,2
43155,1,1
43156,1,1
43157,1,1
43158,1,1
43159,1,1
43160,1,1
43161,1,1
43162,3,3
43163,8,8
43164,1,1
43165,3,3
43166,1,1
43167,0,0
43168,1,1
43169,1,1
43170,3,3
43171,9,9
43172,0,0
43173,1,1
43174,1,1
43175,1,1
43176,1,1
43177,1,1
43178,2,2
43179,2,2
43180,1,1
43181,1,1
43182,1,1
43183,11,11
43184,1,1
43185,0,0
43186,4,4
43187,4,4
43188,1,1
43189,4,4
43190,1,1
43191,1,1
43192,0,0
43193,1,1
43194,1,1
43195,2,2
43196,4,4
43197,4,4
43198,4,4
43199,0,0
43200,2,2
43201,1,1
43202,1,1
43203,0,0
43204,1,1
43205,1,1
43206,1,1
43207,1,1
43208,1,1
43209,2,2
43210,3,3
43211,1,1
43212,0,0
43213,0,0
43214,0,0
43215,0,0
43216,0,0
43217,1,1
43218,1,1
43219,1,1
43220,3,3
43221,1,1
43222,2,2
43223,1,1
43224,1,1
43225,4,4
43226,2,2
43227,1,1
43228,2,2
43229,3,3
43230,0,0
43231,0,0
43232,0,0
43233,1,1
43234,2,2
43235,1,1
43236,1,1
43237,1,1
43238,1,1
43239,23,23
43240,60,60
43241,1,1
43242,12,12
43243,1,1
43244,1,1
43245,3,3
43246,3,3
43247,3,3
43248,1,1
43249,1,1
